state,county,year,births,birthrate,fertilityrate
Texas,"Comal County, TX",2018,1526,,
Texas,"Comal County, TX",2019,1666,,
Texas,"Comal County, TX",,6120,22.19,128.52
Texas,"Dallas County, TX",2016,40379,15.68,71.35
Texas,"Dallas County, TX",2017,39263,15,68.42
Texas,"Dallas County, TX",2018,38182,,
Texas,"Dallas County, TX",2019,37544,,
Texas,"Dallas County, TX",,155368,29.92,136.32
Texas,"Denton County, TX",2016,10195,12.65,56.51
Texas,"Denton County, TX",2017,9786,11.7,52.65
Texas,"Denton County, TX",2018,9857,,
Texas,"Denton County, TX",2019,10235,,
Texas,"Denton County, TX",,40073,24.4,109.41
Texas,"Ector County, TX",2016,2814,17.87,85.71
Texas,"Ector County, TX",2017,2750,17.51,83.54
Texas,"Ector County, TX",2018,3000,,
Texas,"Ector County, TX",2019,3221,,
Texas,"Ector County, TX",,11785,37.47,179.24
Texas,"Ellis County, TX",2016,2244,13.32,66.62
Texas,"Ellis County, TX",2017,2214,12.75,63.88
Texas,"Ellis County, TX",2018,2214,,
Texas,"Ellis County, TX",2019,2272,,
Texas,"Ellis County, TX",,8944,26.14,130.87
Texas,"El Paso County, TX",2016,13073,15.6,74.23
Texas,"El Paso County, TX",2017,12013,14.29,68.11
Texas,"El Paso County, TX",2018,11721,,
Texas,"El Paso County, TX",2019,11637,,
Texas,"El Paso County, TX",,48444,28.86,137.44
Texas,"Fort Bend County, TX",2016,9976,13.46,64.98
Texas,"Fort Bend County, TX",2017,9627,12.59,60.9
Texas,"Fort Bend County, TX",2018,9375,,
Texas,"Fort Bend County, TX",2019,9052,,
Texas,"Fort Bend County, TX",,38030,25.25,122.05
Texas,"Galveston County, TX",2016,4167,12.65,64.53
Texas,"Galveston County, TX",2017,3995,11.92,60.9
Texas,"Galveston County, TX",2018,3957,,
Texas,"Galveston County, TX",2019,3957,,
Texas,"Galveston County, TX",,16076,24.19,123.5
Texas,"Grayson County, TX",2016,1543,12.03,65.87
Texas,"Grayson County, TX",2017,1580,12.05,66.1
Texas,"Grayson County, TX",2018,1662,,
Texas,"Grayson County, TX",2019,1583,,
Texas,"Grayson County, TX",,6368,24.55,134.56
Texas,"Gregg County, TX",2016,1743,14.09,72.65
Texas,"Gregg County, TX",2017,1623,13.16,67.77
Texas,"Gregg County, TX",2018,1644,,
Texas,"Gregg County, TX",2019,1721,,
Texas,"Gregg County, TX",,6731,27.24,140.4
Texas,"Guadalupe County, TX",2016,1847,11.9,59.31
Texas,"Guadalupe County, TX",2017,1773,11.1,55.22
Texas,"Guadalupe County, TX",2018,1848,,
Texas,"Guadalupe County, TX",2019,1855,,
Texas,"Guadalupe County, TX",,7323,23.25,115.78
Texas,"Harris County, TX",2016,72420,15.78,72.32
Texas,"Harris County, TX",2017,68422,14.7,67.77
Texas,"Harris County, TX",2018,67095,,
Texas,"Harris County, TX",2019,66354,,
Texas,"Harris County, TX",,274291,29.68,136.39
Texas,"Hays County, TX",2016,2502,12.24,51.14
Texas,"Hays County, TX",2017,2584,12.05,50.3
Texas,"Hays County, TX",2018,2572,,
Texas,"Hays County, TX",2019,2562,,
Texas,"Hays County, TX",,10220,24.39,101.9
Texas,"Hidalgo County, TX",2016,14982,17.63,82.42
Texas,"Hidalgo County, TX",2017,14108,16.39,76.75
Texas,"Hidalgo County, TX",2018,14185,,
Texas,"Hidalgo County, TX",2019,13797,,
Texas,"Hidalgo County, TX",,57072,33.37,156.11
Texas,"Jefferson County, TX",2016,3578,14.05,74.46
Texas,"Jefferson County, TX",2017,3475,13.56,72.21
Texas,"Jefferson County, TX",2018,3468,,
Texas,"Jefferson County, TX",2019,3323,,
Texas,"Jefferson County, TX",,13844,27.09,143.95
Texas,"Johnson County, TX",2016,2100,12.86,67.16
Texas,"Johnson County, TX",2017,2117,12.65,66.03
Texas,"Johnson County, TX",2018,2110,,
Texas,"Johnson County, TX",2019,2176,,
Texas,"Johnson County, TX",,8503,25.72,134.26
Texas,"Kaufman County, TX",2016,1663,14.05,69.94
Texas,"Kaufman County, TX",2017,1675,13.63,67.38
Texas,"Kaufman County, TX",2018,1786,,
Texas,"Kaufman County, TX",2019,1824,,
Texas,"Kaufman County, TX",,6948,28.8,142.85
Texas,"Lubbock County, TX",2016,4273,14.1,61.07
Texas,"Lubbock County, TX",2017,4017,13.16,56.86
Texas,"Lubbock County, TX",2018,3896,,
Texas,"Lubbock County, TX",2019,4104,,
Texas,"Lubbock County, TX",,16290,26.78,115.85
Texas,"McLennan County, TX",2016,3376,13.62,62.91
Texas,"McLennan County, TX",2017,3446,13.71,63.49
Texas,"McLennan County, TX",2018,3460,,
Texas,"McLennan County, TX",2019,3301,,
Texas,"McLennan County, TX",,13583,27.21,125.84
Texas,"Midland County, TX",2016,2904,17.86,85.21
Texas,"Midland County, TX",2017,2826,17.12,81.74
Texas,"Midland County, TX",2018,3011,,
Texas,"Midland County, TX",2019,2983,,
Texas,"Midland County, TX",,11724,35.79,170.77
Texas,"Montgomery County, TX",2016,7347,13.21,67.69
Texas,"Montgomery County, TX",2017,7139,12.5,64.27
Texas,"Montgomery County, TX",2018,7355,,
Texas,"Montgomery County, TX",2019,7395,,
Texas,"Montgomery County, TX",,29236,25.94,133.11
Texas,"Nueces County, TX",2016,4738,13.11,63.78
Texas,"Nueces County, TX",2017,4520,12.51,61.19
Texas,"Nueces County, TX",2018,4569,,
Texas,"Nueces County, TX",2019,4461,,
Texas,"Nueces County, TX",,18288,25.31,123.44
Texas,"Parker County, TX",2016,1538,11.88,65.89
Texas,"Parker County, TX",2017,1498,11.22,61.85
Texas,"Parker County, TX",2018,1537,,
Texas,"Parker County, TX",2019,1613,,
Texas,"Parker County, TX",,6186,23.53,130.06
Texas,"Potter County, TX",2016,1886,15.61,81.06
Texas,"Potter County, TX",2017,1714,14.23,74.02
Texas,"Potter County, TX",2018,1638,,
Texas,"Potter County, TX",2019,1648,,
Texas,"Potter County, TX",,6886,28.54,148.33
Texas,"Randall County, TX",2016,1640,12.38,59.63
Texas,"Randall County, TX",2017,1550,11.53,56.12
Texas,"Randall County, TX",2018,1645,,
Texas,"Randall County, TX",2019,1586,,
Texas,"Randall County, TX",,6421,24.05,116.49
Texas,"Smith County, TX",2016,3160,14.03,69.75
Texas,"Smith County, TX",2017,3055,13.42,66.78
Texas,"Smith County, TX",2018,2922,,
Texas,"Smith County, TX",2019,2912,,
Texas,"Smith County, TX",,12049,26.6,132.33
Texas,"Tarrant County, TX",2016,28745,14.25,66.58
Texas,"Tarrant County, TX",2017,27820,13.54,63.24
Texas,"Tarrant County, TX",2018,27280,,
Texas,"Tarrant County, TX",2019,27161,,
Texas,"Tarrant County, TX",,111006,27.27,127.36
Texas,"Taylor County, TX",2016,2037,14.92,69.1
Texas,"Taylor County, TX",2017,2094,15.36,70.56
Texas,"Taylor County, TX",2018,2044,,
Texas,"Taylor County, TX",2019,1958,,
Texas,"Taylor County, TX",,8133,29.81,137.48
Texas,"Tom Green County, TX",2016,1556,13.14,64.54
Texas,"Tom Green County, TX",2017,1558,13.2,64.84
Texas,"Tom Green County, TX",2018,1473,,
Texas,"Tom Green County, TX",2019,1563,,
Texas,"Tom Green County, TX",,6150,26.01,127.76
Texas,"Travis County, TX",2016,15992,13.33,56.4
Texas,"Travis County, TX",2017,15142,12.34,52.49
Texas,"Travis County, TX",2018,15125,,
Texas,"Travis County, TX",2019,15418,,
Texas,"Travis County, TX",,61677,25.42,107.82
Texas,"Webb County, TX",2016,5189,19.13,88.6
Texas,"Webb County, TX",2017,4872,17.73,82.38
Texas,"Webb County, TX",2018,4693,,
Texas,"Webb County, TX",2019,4622,,
Texas,"Webb County, TX",,19376,35.49,164.61
Texas,"Wichita County, TX",2016,1631,12.37,64.72
Texas,"Wichita County, TX",2017,1624,12.3,64.3
Texas,"Wichita County, TX",2018,1607,,
Texas,"Wichita County, TX",2019,1631,,
Texas,"Wichita County, TX",,6493,24.61,128.68
Texas,"Williamson County, TX",2016,6535,12.36,57.91
Texas,"Williamson County, TX",2017,6432,11.75,55.09
Texas,"Williamson County, TX",2018,6650,,
Texas,"Williamson County, TX",2019,6695,,
Texas,"Williamson County, TX",,26312,24.45,114.6
Texas,"Unidentified Counties, TX",2016,59168,12.65,71.12
Texas,"Unidentified Counties, TX",2017,56751,12.06,67.94
Texas,"Unidentified Counties, TX",2018,56295,1.96,9.42
Texas,"Unidentified Counties, TX",2019,56446,1.95,9.35
Texas,"Unidentified Counties, TX",,228660,3.41,16.72
Texas,,,1536320,13.49,64.81
Utah,"Cache County, UT",2016,2286,18.62,76.31
Utah,"Cache County, UT",2017,2194,17.63,72.3
Utah,"Cache County, UT",2018,2114,,
Utah,"Cache County, UT",2019,2037,,
Utah,"Cache County, UT",,8631,34.92,143.13
Utah,"Davis County, UT",2016,5698,16.65,78.89
Utah,"Davis County, UT",2017,5481,15.77,74.59
Utah,"Davis County, UT",2018,5302,,
Utah,"Davis County, UT",2019,5098,,
Utah,"Davis County, UT",,21579,31.28,148.1
Utah,"Salt Lake County, UT",2016,17612,15.71,71.4
Utah,"Salt Lake County, UT",2017,16754,14.75,66.94
Utah,"Salt Lake County, UT",2018,15998,,
Utah,"Salt Lake County, UT",2019,16031,,
Utah,"Salt Lake County, UT",,66395,29.42,133.6
Utah,"Utah County, UT",2016,11971,20.21,84.39
Utah,"Utah County, UT",2017,11618,19.16,79.79
Utah,"Utah County, UT",2018,11514,,
Utah,"Utah County, UT",2019,11645,,
Utah,"Utah County, UT",,46748,39,162.63
Utah,"Washington County, UT",2016,2210,13.79,76.49
Utah,"Washington County, UT",2017,2202,13.29,72.88
Utah,"Washington County, UT",2018,2184,,
Utah,"Washington County, UT",2019,2116,,
Utah,"Washington County, UT",,8712,26.73,147.4
Utah,"Weber County, UT",2016,3876,15.66,74.6
Utah,"Weber County, UT",2017,3766,14.96,70.93
Utah,"Weber County, UT",2018,3637,,
Utah,"Weber County, UT",2019,3575,,
Utah,"Weber County, UT",,14854,29.75,141.4
Utah,"Unidentified Counties, UT",2016,6811,14.66,74.74
Utah,"Unidentified Counties, UT",2017,6570,13.97,71.35
Utah,"Unidentified Counties, UT",2018,6460,2.04,9.36
Utah,"Unidentified Counties, UT",2019,6324,1.97,9.01
Utah,"Unidentified Counties, UT",,26165,3.58,16.6
Utah,,,193084,15.42,70.72
Vermont,"Chittenden County, VT",2016,1552,9.61,42.99
Vermont,"Chittenden County, VT",2017,1450,8.93,39.96
Vermont,"Chittenden County, VT",2018,1392,,
Vermont,"Chittenden County, VT",2019,1398,,
Vermont,"Chittenden County, VT",,5792,17.88,80.02
Vermont,"Unidentified Counties, VT",2016,4204,9.08,53.7
Vermont,"Unidentified Counties, VT",2017,4205,9.12,54.21
Vermont,"Unidentified Counties, VT",2018,4040,6.45,35.11
Vermont,"Unidentified Counties, VT",2019,3963,6.35,34.6
Vermont,"Unidentified Counties, VT",,16412,7.55,42.58
Vermont,,,22204,8.89,48.5
Virginia,"Arlington County, VA",2016,3225,14.02,53.88
Virginia,"Arlington County, VA",2017,2990,12.73,49.34
Virginia,"Arlington County, VA",2018,2937,,
Virginia,"Arlington County, VA",2019,2650,,
Virginia,"Arlington County, VA",,11802,25.38,97.98
Virginia,"Chesterfield County, VA",2016,3885,11.46,57.9
Virginia,"Chesterfield County, VA",2017,3845,11.19,56.62
Virginia,"Chesterfield County, VA",2018,3841,,
Virginia,"Chesterfield County, VA",2019,3904,,
Virginia,"Chesterfield County, VA",,15475,22.67,114.62
Virginia,"Fairfax County, VA",2016,14525,12.76,63.73
Virginia,"Fairfax County, VA",2017,14220,12.38,62.19
Virginia,"Fairfax County, VA",2018,13841,,
Virginia,"Fairfax County, VA",2019,13376,,
Virginia,"Fairfax County, VA",,55962,24.47,122.57
Virginia,"Henrico County, VA",2016,3903,11.95,58.92
Virginia,"Henrico County, VA",2017,3895,11.88,58.86
Virginia,"Henrico County, VA",2018,3911,,
Virginia,"Henrico County, VA",2019,3695,,
Virginia,"Henrico County, VA",,15404,23.54,116.33
Virginia,"Loudoun County, VA",2016,5335,13.82,65.97
Virginia,"Loudoun County, VA",2017,5067,12.73,61.08
Virginia,"Loudoun County, VA",2018,5224,,
Virginia,"Loudoun County, VA",2019,4909,,
Virginia,"Loudoun County, VA",,20535,26.19,125.34
Virginia,"Prince William County, VA",2016,6845,15.04,71.72
Virginia,"Prince William County, VA",2017,6675,14.42,69.11
Virginia,"Prince William County, VA",2018,6484,,
Virginia,"Prince William County, VA",2019,6386,,
Virginia,"Prince William County, VA",,26390,28.74,137.43
Virginia,"Spotsylvania County, VA",2016,1542,11.68,60.66
Virginia,"Spotsylvania County, VA",2017,1505,11.31,59.04
Virginia,"Spotsylvania County, VA",2018,1503,,
Virginia,"Spotsylvania County, VA",2019,1568,,
Virginia,"Spotsylvania County, VA",,6118,23.08,120.16
Virginia,"Stafford County, VA",2016,1711,11.85,59.07
Virginia,"Stafford County, VA",2017,1746,11.91,59.04
Virginia,"Stafford County, VA",2018,1745,,
Virginia,"Stafford County, VA",2019,1763,,
Virginia,"Stafford County, VA",,6965,23.93,118.98
Virginia,"Alexandria city, VA",2016,2823,18.12,71.96
Virginia,"Alexandria city, VA",2017,2647,16.54,65.78
Virginia,"Alexandria city, VA",2018,2590,,
Virginia,"Alexandria city, VA",2019,2486,,
Virginia,"Alexandria city, VA",,10546,33.39,132.71
Virginia,"Chesapeake city, VA",2016,2877,12.09,59.8
Virginia,"Chesapeake city, VA",2017,2902,12.07,59.61
Virginia,"Chesapeake city, VA",2018,2928,,
Virginia,"Chesapeake city, VA",2019,2945,,
Virginia,"Chesapeake city, VA",,11652,24.36,120.37
Virginia,"Hampton city, VA",2016,1727,12.75,60.69
Virginia,"Hampton city, VA",2017,1736,12.89,60.96
Virginia,"Hampton city, VA",2018,1645,,
Virginia,"Hampton city, VA",2019,1606,,
Virginia,"Hampton city, VA",,6714,24.86,117.93
Virginia,"Newport News city, VA",2016,2814,15.48,70.06
Virginia,"Newport News city, VA",2017,2717,15.15,68.8
Virginia,"Newport News city, VA",2018,2677,,
Virginia,"Newport News city, VA",2019,2752,,
Virginia,"Newport News city, VA",,10960,30.34,137.59
Virginia,"Norfolk city, VA",2016,3547,14.47,65.46
Virginia,"Norfolk city, VA",2017,3410,13.94,63
Virginia,"Norfolk city, VA",2018,3452,,
Virginia,"Norfolk city, VA",2019,3338,,
Virginia,"Norfolk city, VA",,13747,28.07,126.92
Virginia,"Richmond city, VA",2016,3028,13.57,53.81
Virginia,"Richmond city, VA",2017,3031,13.35,53.42
Virginia,"Richmond city, VA",2018,3139,,
Virginia,"Richmond city, VA",2019,3092,,
Virginia,"Richmond city, VA",,12290,27.3,108.76
Virginia,"Virginia Beach city, VA",2016,5925,13.09,62.7
Virginia,"Virginia Beach city, VA",2017,5710,12.68,60.99
Virginia,"Virginia Beach city, VA",2018,5618,,
Virginia,"Virginia Beach city, VA",2019,5458,,
Virginia,"Virginia Beach city, VA",,22711,25.15,120.72
Virginia,"Unidentified Counties, VA",2016,38748,10.68,58.4
Virginia,"Unidentified Counties, VA",2017,38295,10.53,57.86
Virginia,"Unidentified Counties, VA",2018,38308,4.5,22.69
Virginia,"Unidentified Counties, VA",2019,37501,4.39,22.23
Virginia,"Unidentified Counties, VA",,152852,6.29,32.52
Virginia,,,400123,11.79,59.43
Washington,"Benton County, WA",2016,2759,14.24,74.91
Washington,"Benton County, WA",2017,2563,12.93,67.67
Washington,"Benton County, WA",2018,2552,,
Washington,"Benton County, WA",2019,2551,,
Washington,"Benton County, WA",,10425,26.6,139.55
Washington,"Clark County, WA",2016,5665,12.13,62.99
Washington,"Clark County, WA",2017,5520,11.63,60.35
Washington,"Clark County, WA",2018,5482,,
Washington,"Clark County, WA",2019,5591,,
Washington,"Clark County, WA",,22258,23.64,122.7
Washington,"Cowlitz County, WA",2016,1285,12.22,69.89
Washington,"Cowlitz County, WA",2017,1295,12.11,68.74
Washington,"Cowlitz County, WA",2018,1235,,
Washington,"Cowlitz County, WA",2019,1238,,
Washington,"Cowlitz County, WA",,5053,23.83,135.75
Washington,"King County, WA",2016,26022,12.1,56.55
Washington,"King County, WA",2017,25300,11.56,53.87
Washington,"King County, WA",2018,24347,,
Washington,"King County, WA",2019,24113,,
Washington,"King County, WA",,99782,23,107.32
Washington,"Kitsap County, WA",2016,3147,11.88,67.18
Washington,"Kitsap County, WA",2017,2979,11.18,62.98
Washington,"Kitsap County, WA",2018,2994,,
Washington,"Kitsap County, WA",2019,2953,,
Washington,"Kitsap County, WA",,12073,22.73,128.23
Washington,"Pierce County, WA",2016,11756,13.65,67.54
Washington,"Pierce County, WA",2017,11297,12.88,63.59
Washington,"Pierce County, WA",2018,11478,,
Washington,"Pierce County, WA",2019,11054,,
Washington,"Pierce County, WA",,45585,26.23,129.61
Washington,"Skagit County, WA",2016,1515,12.25,71.18
Washington,"Skagit County, WA",2017,1429,11.38,65.85
Washington,"Skagit County, WA",2018,1386,,
Washington,"Skagit County, WA",2019,1393,,
Washington,"Skagit County, WA",,5723,22.96,133.13
Washington,"Snohomish County, WA",2016,10041,12.75,65.15
Washington,"Snohomish County, WA",2017,9883,12.33,62.84
Washington,"Snohomish County, WA",2018,9763,,
Washington,"Snohomish County, WA",2019,9667,,
Washington,"Snohomish County, WA",,39354,24.76,126.38
Washington,"Spokane County, WA",2016,6145,12.31,62.44
Washington,"Spokane County, WA",2017,5895,11.65,59.04
Washington,"Spokane County, WA",2018,5737,,
Washington,"Spokane County, WA",2019,5827,,
Washington,"Spokane County, WA",,23604,23.48,119.05
Washington,"Thurston County, WA",2016,3205,11.65,59.69
Washington,"Thurston County, WA",2017,3067,10.93,55.77
Washington,"Thurston County, WA",2018,3108,,
Washington,"Thurston County, WA",2019,3060,,
Washington,"Thurston County, WA",,12440,22.38,114.46
Washington,"Whatcom County, WA",2016,2279,10.51,50
Washington,"Whatcom County, WA",2017,2163,9.77,46.32
Washington,"Whatcom County, WA",2018,2161,,
Washington,"Whatcom County, WA",2019,1991,,
Washington,"Whatcom County, WA",,8594,19.61,93.14
Washington,"Yakima County, WA",2016,3935,15.76,81.45
Washington,"Yakima County, WA",2017,3789,15.14,77.96
Washington,"Yakima County, WA",2018,3690,,
Washington,"Yakima County, WA",2019,3488,,
Washington,"Yakima County, WA",,14902,29.81,153.76
Washington,"Unidentified Counties, WA",2016,12751,11.66,67.16
Washington,"Unidentified Counties, WA",2017,12382,11.17,64.2
Washington,"Unidentified Counties, WA",2018,12152,1.61,8.11
Washington,"Unidentified Counties, WA",2019,11969,1.57,7.89
Washington,"Unidentified Counties, WA",,49254,2.84,14.5
Washington,,,349047,11.7,58.99
West Virginia,"Berkeley County, WV",2016,1393,12.27,62.91
West Virginia,"Berkeley County, WV",2017,1361,11.84,60.75
West Virginia,"Berkeley County, WV",2018,1487,,
West Virginia,"Berkeley County, WV",2019,1450,,
West Virginia,"Berkeley County, WV",,5691,24.91,127.76
West Virginia,"Kanawha County, WV",2016,1968,10.57,59.45
West Virginia,"Kanawha County, WV",2017,1929,10.52,59.41
West Virginia,"Kanawha County, WV",2018,1864,,
West Virginia,"Kanawha County, WV",2019,1757,,
West Virginia,"Kanawha County, WV",,7518,20.34,114.65
West Virginia,"Unidentified Counties, WV",2016,15718,10.26,57.68
West Virginia,"Unidentified Counties, WV",2017,15385,10.14,57.54
West Virginia,"Unidentified Counties, WV",2018,14897,8.25,46.69
West Virginia,"Unidentified Counties, WV",2019,14929,8.33,47.38
West Virginia,"Unidentified Counties, WV",,60929,9.17,51.9
West Virginia,,,74138,10.23,57.74
Wisconsin,"Brown County, WI",2016,3336,12.81,66.13
Wisconsin,"Brown County, WI",2017,3323,12.68,65.67
Wisconsin,"Brown County, WI",2018,3158,,
Wisconsin,"Brown County, WI",2019,3104,,
Wisconsin,"Brown County, WI",,12921,24.73,127.86
Wisconsin,"Dane County, WI",2016,6052,11.39,51.05
Wisconsin,"Dane County, WI",2017,5883,10.97,48.99
Wisconsin,"Dane County, WI",2018,5753,,
Wisconsin,"Dane County, WI",2019,5766,,
Wisconsin,"Dane County, WI",,23454,21.97,98.28
Wisconsin,"Fond du Lac County, WI",2016,1031,10.09,56.21
Wisconsin,"Fond du Lac County, WI",2017,1066,10.4,58.21
Wisconsin,"Fond du Lac County, WI",2018,1073,,
Wisconsin,"Fond du Lac County, WI",2019,1023,,
Wisconsin,"Fond du Lac County, WI",,4193,20.48,114.38
Wisconsin,"Kenosha County, WI",2016,1936,11.51,58.63
Wisconsin,"Kenosha County, WI",2017,1876,11.13,56.93
Wisconsin,"Kenosha County, WI",2018,1788,,
Wisconsin,"Kenosha County, WI",2019,1838,,
Wisconsin,"Kenosha County, WI",,7438,22.09,112.74
Wisconsin,"La Crosse County, WI",2016,1188,10.06,45.71
Wisconsin,"La Crosse County, WI",2017,1188,10.04,45.58
Wisconsin,"La Crosse County, WI",2018,1176,,
Wisconsin,"La Crosse County, WI",2019,1124,,
Wisconsin,"La Crosse County, WI",,4676,19.78,89.83
Wisconsin,"Marathon County, WI",2016,1635,12.06,69.49
Wisconsin,"Marathon County, WI",2017,1451,10.69,61.41
Wisconsin,"Marathon County, WI",2018,1561,,
Wisconsin,"Marathon County, WI",2019,1514,,
Wisconsin,"Marathon County, WI",,6161,22.71,130.65
Wisconsin,"Milwaukee County, WI",2016,13658,14.35,66.13
Wisconsin,"Milwaukee County, WI",2017,13427,14.1,65.22
Wisconsin,"Milwaukee County, WI",2018,13032,,
Wisconsin,"Milwaukee County, WI",2019,13064,,
Wisconsin,"Milwaukee County, WI",,53181,27.94,128.95
Wisconsin,"Outagamie County, WI",2016,2319,12.57,66.47
Wisconsin,"Outagamie County, WI",2017,2205,11.85,62.71
Wisconsin,"Outagamie County, WI",2018,2215,,
Wisconsin,"Outagamie County, WI",2019,2228,,
Wisconsin,"Outagamie County, WI",,8967,24.2,128.01
Wisconsin,"Racine County, WI",2016,2417,12.39,69.05
Wisconsin,"Racine County, WI",2017,2285,11.65,65.04
Wisconsin,"Racine County, WI",2018,2271,,
Wisconsin,"Racine County, WI",2019,2331,,
Wisconsin,"Racine County, WI",,9304,23.78,132.66
Wisconsin,"Rock County, WI",2016,2003,12.39,66.61
Wisconsin,"Rock County, WI",2017,1911,11.77,63.57
Wisconsin,"Rock County, WI",2018,1869,,
Wisconsin,"Rock County, WI",2019,1832,,
Wisconsin,"Rock County, WI",,7615,23.51,126.64
Wisconsin,"Sheboygan County, WI",2016,1257,10.89,63.73
Wisconsin,"Sheboygan County, WI",2017,1204,10.44,61
Wisconsin,"Sheboygan County, WI",2018,1270,,
Wisconsin,"Sheboygan County, WI",2019,1199,,
Wisconsin,"Sheboygan County, WI",,4930,21.36,124.94
Wisconsin,"Walworth County, WI",2016,967,9.39,50.14
Wisconsin,"Walworth County, WI",2017,917,8.9,47.55
Wisconsin,"Walworth County, WI",2018,942,,
Wisconsin,"Walworth County, WI",2019,945,,
Wisconsin,"Walworth County, WI",,3771,18.3,97.77
Wisconsin,"Washington County, WI",2016,1331,9.91,59.43
Wisconsin,"Washington County, WI",2017,1291,9.56,57.51
Wisconsin,"Washington County, WI",2018,1300,,
Wisconsin,"Washington County, WI",2019,1284,,
Wisconsin,"Washington County, WI",,5206,19.32,116.09
Wisconsin,"Waukesha County, WI",2016,4008,10.06,58.92
Wisconsin,"Waukesha County, WI",2017,3863,9.64,56.37
Wisconsin,"Waukesha County, WI",2018,3918,,
Wisconsin,"Waukesha County, WI",2019,3724,,
Wisconsin,"Waukesha County, WI",,15513,19.41,113.61
Wisconsin,"Winnebago County, WI",2016,1905,11.21,57.47
Wisconsin,"Winnebago County, WI",2017,1833,10.76,55.16
Wisconsin,"Winnebago County, WI",2018,1798,,
Wisconsin,"Winnebago County, WI",2019,1741,,
Wisconsin,"Winnebago County, WI",,7277,21.38,109.63
Wisconsin,"Unidentified Counties, WI",2016,21572,10.53,62.96
Wisconsin,"Unidentified Counties, WI",2017,21252,10.36,62.01
Wisconsin,"Unidentified Counties, WI",2018,20974,3.61,19.29
Wisconsin,"Unidentified Counties, WI",2019,20553,3.53,18.86
Wisconsin,"Unidentified Counties, WI",,84351,5.36,29.47
Wisconsin,,,258958,11.16,59.63
Wyoming,"Unidentified Counties, WY",2016,7386,12.61,67.15
Wyoming,"Unidentified Counties, WY",2017,6903,11.92,64.07
Wyoming,"Unidentified Counties, WY",2018,6562,11.36,61.04
Wyoming,"Unidentified Counties, WY",2019,6565,11.34,60.82
Wyoming,"Unidentified Counties, WY",,27416,11.81,63.29
Wyoming,,,27416,11.81,63.29
,,,15340627,11.76,59.91
